historical_finding_id,source_file,inspection_type,site_name,site_address,equipment_class,inspection_date,section,severity_category,finding_number,area,finding_text,finding_text_clean,correction,reference_raw,reference_type,reference_normalized,standard_code,clause_number,law_code,law_section,retrieval_text
HF-00105,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,7,Pääkeskus H.,KK-keskuksen K2 varokepesän lasi rikki. Jännitteiset osat kosketeltavissa. [SFS 6000 Liite 41A],KK-keskuksen K2 varokepesän lasi rikki. Jännitteiset osat kosketeltavissa.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Pääkeskus H. | KK-keskuksen K2 varokepesän lasi rikki. Jännitteiset osat kosketeltavissa. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00106,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,8,Pääkeskus H.,KK- keskuksen K2 varokepesän pohjakosketin jätetty purettuun lähtöön.,KK- keskuksen K2 varokepesän pohjakosketin jätetty purettuun lähtöön.,,,,,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Pääkeskus H. | KK- keskuksen K2 varokepesän pohjakosketin jätetty purettuun lähtöön. |  | kat_2_turvallisuutta_vahentava
HF-00107,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,9,Pääkeskus H.,KK- keskuksen oikeanpuoleisen ”laajennusosan” alapuolinen kosketussuojaus puutteellinen. [SFS 6000 Liite 41A],KK- keskuksen oikeanpuoleisen ”laajennusosan” alapuolinen kosketussuojaus puutteellinen.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Pääkeskus H. | KK- keskuksen oikeanpuoleisen ”laajennusosan” alapuolinen kosketussuojaus puutteellinen. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00108,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,10,Pääkeskus H.,"KK- keskuksen PEN- kiskossa liittimissä yli kaksi johdinta. Liitokset tarkoitettu kahdelle johtimelle, jotka ovat saman poikkipintaisia tai hienosäikeisiä. Liitokset uusittava tai varmistettava niiden luotettavuus. [SFS 6000.526]","KK- keskuksen PEN- kiskossa liittimissä yli kaksi johdinta. Liitokset tarkoitettu kahdelle johtimelle, jotka ovat saman poikkipintaisia tai hienosäikeisiä. Liitokset uusittava tai varmistettava niiden luotettavuus.",,SFS 6000.526,standard_clause,SFS 6000 kohta 526,SFS 6000,526,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | Pääkeskus H. | KK- keskuksen PEN- kiskossa liittimissä yli kaksi johdinta. Liitokset tarkoitettu kahdelle johtimelle, jotka ovat saman poikkipintaisia tai hienosäikeisiä. Liitokset uusittava tai varmistettava niiden luotettavuus. | SFS 6000 kohta 526 | kat_2_turvallisuutta_vahentava"
HF-00109,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,11,Pääkeskus H.,Keskuksien kansiruuveja puuttuu [SFS 6000 Liite 41A].,Keskuksien kansiruuveja puuttuu .,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Pääkeskus H. | Keskuksien kansiruuveja puuttuu . | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00110,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,12,Pääkeskus H.,MK A2 keskuksen kaapeliläpiviennit auki. Kotelointisuojaus puutteellinen. [SFS 6000 Liite 41A],MK A2 keskuksen kaapeliläpiviennit auki. Kotelointisuojaus puutteellinen.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Pääkeskus H. | MK A2 keskuksen kaapeliläpiviennit auki. Kotelointisuojaus puutteellinen. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00111,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,13,Yleisesti,Vikavirtasuojien testaus testipainikkeella valmistajan ohjeen mukaisella testivälillä [SFS 6000.531A],Vikavirtasuojien testaus testipainikkeella valmistajan ohjeen mukaisella testivälillä,,SFS 6000.531A,standard_clause,SFS 6000 kohta 531A,SFS 6000,531A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Yleisesti | Vikavirtasuojien testaus testipainikkeella valmistajan ohjeen mukaisella testivälillä | SFS 6000 kohta 531A | kat_2_turvallisuutta_vahentava
HF-00112,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,14,A-talo kellari,Valaisimen kupu puuttuu [SFS 6000 Liite 41A].,Valaisimen kupu puuttuu .,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | A-talo kellari | Valaisimen kupu puuttuu . | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00113,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,15,A-talo kellari,Putkitunnelin valaisimen kytkimen vipu puuttuu [SFS 6000 Liite 41A].,Putkitunnelin valaisimen kytkimen vipu puuttuu .,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | A-talo kellari | Putkitunnelin valaisimen kytkimen vipu puuttuu . | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00114,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,16,B-talo kellari rappu,"Katon rajassa kaapelihyllyn päällä kotelo, jonka kansi puuttuu [SFS 6000 Liite 41A].","Katon rajassa kaapelihyllyn päällä kotelo, jonka kansi puuttuu .",,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo kellari rappu | Katon rajassa kaapelihyllyn päällä kotelo, jonka kansi puuttuu . | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava"
HF-00115,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,17,B-talo lämmönjako H.,Rakennuksen sisään tulevat johtavat putkistot ei ole liitetty rakennuksen potentiaalintasausjärjestelmään [SFS 6000.411.3.1.2].,Rakennuksen sisään tulevat johtavat putkistot ei ole liitetty rakennuksen potentiaalintasausjärjestelmään .,,SFS 6000.411.3.1.2,standard_clause,SFS 6000 kohta 411.3.1.2,SFS 6000,411.3.1.2,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo lämmönjako H. | Rakennuksen sisään tulevat johtavat putkistot ei ole liitetty rakennuksen potentiaalintasausjärjestelmään . | SFS 6000 kohta 411.3.1.2 | kat_2_turvallisuutta_vahentava
HF-00116,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,18,DIF Döner,Oven vieressä kiertovesipumpun MMJ kaapeli kiinnittämättä [SFS 6000-5-52 taulukko A.52.1].,Oven vieressä kiertovesipumpun MMJ kaapeli kiinnittämättä .,,SFS 6000-5-52 taulukko A.52.1,unparsed,SFS 6000-5-52 taulukko A.52.1,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | DIF Döner | Oven vieressä kiertovesipumpun MMJ kaapeli kiinnittämättä . | SFS 6000-5-52 taulukko A.52.1 | kat_2_turvallisuutta_vahentava
HF-00117,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,18,DIF Döner,"Oven vieressä pistorasialiitäntäinen valaisimen liitäntälaite, jonka liitokset tehty rasialiittimin ilman rasiaa. Peruseristeiset johtimet kosketeltavissa. [SFS 6000 Liite 41A]","Oven vieressä pistorasialiitäntäinen valaisimen liitäntälaite, jonka liitokset tehty rasialiittimin ilman rasiaa. Peruseristeiset johtimet kosketeltavissa.",,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | DIF Döner | Oven vieressä pistorasialiitäntäinen valaisimen liitäntälaite, jonka liitokset tehty rasialiittimin ilman rasiaa. Peruseristeiset johtimet kosketeltavissa. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava"
HF-00118,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,19,DIF Döner,Tiskillä suuria yli 3kW lämpökuormia ja muita tiskin laitteita liitetty samaan jatkojohtoon. Jatkojohto kuormittuu huomattavan paljon ja sen ensisijainen tarkoitus on olla väliaikainen. [SFS 6000.813.5.2],Tiskillä suuria yli 3kW lämpökuormia ja muita tiskin laitteita liitetty samaan jatkojohtoon. Jatkojohto kuormittuu huomattavan paljon ja sen ensisijainen tarkoitus on olla väliaikainen.,,SFS 6000.813.5.2,standard_clause,SFS 6000 kohta 813.5.2,SFS 6000,813.5.2,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | DIF Döner | Tiskillä suuria yli 3kW lämpökuormia ja muita tiskin laitteita liitetty samaan jatkojohtoon. Jatkojohto kuormittuu huomattavan paljon ja sen ensisijainen tarkoitus on olla väliaikainen. | SFS 6000 kohta 813.5.2 | kat_2_turvallisuutta_vahentava
HF-00119,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,20,DIF Döner,"Keittiössä loistevalaisimia, joiden putket ”hehkuu”. [SFS 6000.131.3]","Keittiössä loistevalaisimia, joiden putket ”hehkuu”.",,SFS 6000.131.3,standard_clause,SFS 6000 kohta 131.3,SFS 6000,131.3,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | DIF Döner | Keittiössä loistevalaisimia, joiden putket ”hehkuu”. | SFS 6000 kohta 131.3 | kat_2_turvallisuutta_vahentava"
HF-00120,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,21,Ravintola Round,Tiskin takahuone liiketunnistimen kupu puuttuu. Peruseristeiset johtimet kosketeltavissa. [SFS 6000 Liite 41A],Tiskin takahuone liiketunnistimen kupu puuttuu. Peruseristeiset johtimet kosketeltavissa.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Ravintola Round | Tiskin takahuone liiketunnistimen kupu puuttuu. Peruseristeiset johtimet kosketeltavissa. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00121,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,22,Ravintola Round,Tiskin takahuoneen 3~PR johto kiinnittämättä [SFS 6000-5-52 taulukko A.52.1].,Tiskin takahuoneen 3~PR johto kiinnittämättä .,,SFS 6000-5-52 taulukko A.52.1,unparsed,SFS 6000-5-52 taulukko A.52.1,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Ravintola Round | Tiskin takahuoneen 3~PR johto kiinnittämättä . | SFS 6000-5-52 taulukko A.52.1 | kat_2_turvallisuutta_vahentava
HF-00122,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,23,Ravintola Round,RK-1 keskuksen RK-2 nousukaapeli vedonpoisto puutteellinen [SFS 6000.526.6].,RK-1 keskuksen RK-2 nousukaapeli vedonpoisto puutteellinen .,,SFS 6000.526.6,standard_clause,SFS 6000 kohta 526.6,SFS 6000,526.6,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Ravintola Round | RK-1 keskuksen RK-2 nousukaapeli vedonpoisto puutteellinen . | SFS 6000 kohta 526.6 | kat_2_turvallisuutta_vahentava
HF-00123,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,23,Ravintola Round,"Keskuksen alla kaapeleita, jotka on ilmeisesti poistettu käytöstä. Käytöstä poistosta ei täyttä varmuuttaa. Kaapelit tulisi päättää tai purkaa. [SFS 6000 Liite 41A]","Keskuksen alla kaapeleita, jotka on ilmeisesti poistettu käytöstä. Käytöstä poistosta ei täyttä varmuuttaa. Kaapelit tulisi päättää tai purkaa.",,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | Ravintola Round | Keskuksen alla kaapeleita, jotka on ilmeisesti poistettu käytöstä. Käytöstä poistosta ei täyttä varmuuttaa. Kaapelit tulisi päättää tai purkaa. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava"
HF-00124,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,24,B-talo 2krs hammaslääkäritilat,Mikäli ryhmittely G1; lääkintätiloista tulee olla SFS 6000.710.514.5.101 mukaiset piirustukset ja dokumentit. Niihin kuuluu esimerkiksi maadoitus- ja lisäpotentiaalintatasausjärjestelmien kaaviot.,Mikäli ryhmittely G1; lääkintätiloista tulee olla SFS 6000.710.514.5.101 mukaiset piirustukset ja dokumentit. Niihin kuuluu esimerkiksi maadoitus- ja lisäpotentiaalintatasausjärjestelmien kaaviot.,,,,,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo 2krs hammaslääkäritilat | Mikäli ryhmittely G1; lääkintätiloista tulee olla SFS 6000.710.514.5.101 mukaiset piirustukset ja dokumentit. Niihin kuuluu esimerkiksi maadoitus- ja lisäpotentiaalintatasausjärjestelmien kaaviot. |  | kat_2_turvallisuutta_vahentava
HF-00125,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,25,B-talo 2krs hammaslääkäritilat,"Mikäli ryhmittely G1; lääkintätilat pitää lisätä kohteen Huolto- ja kunnossapitosuunnitelmaan standardin kohdan SFS 6000.710.6.5 mukaisesti sisältäen lisäpotentiaalintasaus mittaukset kuuden vuoden välein, sekä vikavirtasuojien mittaus kuuden vuoden välein sekä vikavirta testipainikkeiden testaus vähintään vuosittain.","Mikäli ryhmittely G1; lääkintätilat pitää lisätä kohteen Huolto- ja kunnossapitosuunnitelmaan standardin kohdan SFS 6000.710.6.5 mukaisesti sisältäen lisäpotentiaalintasaus mittaukset kuuden vuoden välein, sekä vikavirtasuojien mittaus kuuden vuoden välein sekä vikavirta testipainikkeiden testaus vähintään vuosittain.",,,,,,,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo 2krs hammaslääkäritilat | Mikäli ryhmittely G1; lääkintätilat pitää lisätä kohteen Huolto- ja kunnossapitosuunnitelmaan standardin kohdan SFS 6000.710.6.5 mukaisesti sisältäen lisäpotentiaalintasaus mittaukset kuuden vuoden välein, sekä vikavirtasuojien mittaus kuuden vuoden välein sekä vikavirta testipainikkeiden testaus vähintään vuosittain. |  | kat_2_turvallisuutta_vahentava"
HF-00126,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,26,B-talo 2krs hammaslääkäritilat,huoneessa nro. 3 pistorasia ryhmätunnus 1.3 / keskuksen ryhmätunnus 2.2 (merkinnät ristissä). Ryhmässä vika päällä. Yhdistelmävikavirtasuojakytkin ei pysy päällä.,huoneessa nro. 3 pistorasia ryhmätunnus 1.3 / keskuksen ryhmätunnus 2.2 (merkinnät ristissä). Ryhmässä vika päällä. Yhdistelmävikavirtasuojakytkin ei pysy päällä.,,,,,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo 2krs hammaslääkäritilat | huoneessa nro. 3 pistorasia ryhmätunnus 1.3 / keskuksen ryhmätunnus 2.2 (merkinnät ristissä). Ryhmässä vika päällä. Yhdistelmävikavirtasuojakytkin ei pysy päällä. |  | kat_2_turvallisuutta_vahentava
HF-00127,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,27,B-talo 2krs hammaslääkäritilat,Hammaslääkäritilojen muutoksista ei ollut tarkastuksella käytössä käyttöönottotarkastuspöytäkirjaa [SFS 6000.710.6],Hammaslääkäritilojen muutoksista ei ollut tarkastuksella käytössä käyttöönottotarkastuspöytäkirjaa,,SFS 6000.710.6,standard_clause,SFS 6000 kohta 710.6,SFS 6000,710.6,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo 2krs hammaslääkäritilat | Hammaslääkäritilojen muutoksista ei ollut tarkastuksella käytössä käyttöönottotarkastuspöytäkirjaa | SFS 6000 kohta 710.6 | kat_2_turvallisuutta_vahentava
HF-00128,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,8. Suositukset,suositus,1,B-talo kellarissa poistumisreittiopaste valo ei toimi.,,,,,,,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | B-talo kellarissa poistumisreittiopaste valo ei toimi. |  |  | suositus
HF-00129,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,8. Suositukset,suositus,2,"A-talo Mehiläisen hammasproteesivalmistustilassa jatkojohtoja. Suositus on, että jatkojohtoja käytetään vain väliaikaisesti.",,,,,,,,,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | A-talo Mehiläisen hammasproteesivalmistustilassa jatkojohtoja. Suositus on, että jatkojohtoja käytetään vain väliaikaisesti. |  |  | suositus"
HF-00130,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,8. Suositukset,suositus,3,A-talo Mehiläisen aulatilassa valaisin ei toimi.,,,,,,,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | A-talo Mehiläisen aulatilassa valaisin ei toimi. |  |  | suositus
