historical_finding_id,source_file,inspection_type,site_name,site_address,equipment_class,inspection_date,section,severity_category,finding_number,area,finding_text,finding_text_clean,correction,reference_raw,reference_type,reference_normalized,standard_code,clause_number,law_code,law_section,retrieval_text
HF-00131,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,8. Suositukset,suositus,4,Liiketilakeskukset tulisi lisätä huolto- ja kunnossapitosuunnitelmaan.,,,,,,,,,,,määräaikainen | Signe och Ane Gyllenbergs stiftelse | Liiketilakeskukset tulisi lisätä huolto- ja kunnossapitosuunnitelmaan. |  |  | suositus
HF-00132,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/07 m#U00e4#U00e4r#U00e4aikaistarkastus yrj#U00f6nkatu 4.docx,määräaikainen,Signe och Ane Gyllenbergs stiftelse,"Yrjönkatu 4, 00120 Helsinki",1b,5.12.2025,8. Suositukset,suositus,5,"Mehiläisen hammasproteesi tiloissa käytetään vetokaapissa ainetta, jonka leimahduspiste on 10 ℃. Tulee selvittää, onko kohteesta olemassa räjähdyssuojausasiakirjaa. Jos ei niin sellainen tulisi tehdä. Mikäli johtaa räjähdysvaarallisen tilan tilaluokitukseen tulee tehdä sen mukaiset toimenpiteet. Räjähdyssuojausasiakirjasta säädetään tarkemmin Valtioneuvoston asetuksessa räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003. Työnantajan tulee asiasta huolehtia (Mehiläinen).",,,,,,,,,,,"määräaikainen | Signe och Ane Gyllenbergs stiftelse | Mehiläisen hammasproteesi tiloissa käytetään vetokaapissa ainetta, jonka leimahduspiste on 10 ℃. Tulee selvittää, onko kohteesta olemassa räjähdyssuojausasiakirjaa. Jos ei niin sellainen tulisi tehdä. Mikäli johtaa räjähdysvaarallisen tilan tilaluokitukseen tulee tehdä sen mukaiset toimenpiteet. Räjähdyssuojausasiakirjasta säädetään tarkemmin Valtioneuvoston asetuksessa räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003. Työnantajan tulee asiasta huolehtia (Mehiläinen). |  |  | suositus"
HF-00133,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,6. Vakavat puutteet ja viat (kat. 1),kat_1_vakava,1,Pyöräkorjaamo,Vanhan kotelokeskuksen varokkeiden ympärillä oleva kosketussuojalevy puuttuu. Jännitteiset osat ovat maallikon kosketeltavissa aiheuttaen merkittävän sähköiskuvaaran. Keskuksen kannen toinen sarana on myös rikki. Kts. kohta 12 liitteet. [SFS 6000 liite 41A],Vanhan kotelokeskuksen varokkeiden ympärillä oleva kosketussuojalevy puuttuu. Jännitteiset osat ovat maallikon kosketeltavissa aiheuttaen merkittävän sähköiskuvaaran. Keskuksen kannen toinen sarana on myös rikki. Kts. kohta 12 liitteet.,,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,määräaikainen | KOy Lauttasaarentie 50 | Pyöräkorjaamo | Vanhan kotelokeskuksen varokkeiden ympärillä oleva kosketussuojalevy puuttuu. Jännitteiset osat ovat maallikon kosketeltavissa aiheuttaen merkittävän sähköiskuvaaran. Keskuksen kannen toinen sarana on myös rikki. Kts. kohta 12 liitteet. | SFS 6000 kohta liite 41A | kat_1_vakava
HF-00134,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,6. Vakavat puutteet ja viat (kat. 1),kat_1_vakava,2,RK-IV2,K2 varokekannen lasi puuttuu. Jännitteinen osa maallikon kosketeltavissa [SFS 6000 liite 41A].,K2 varokekannen lasi puuttuu. Jännitteinen osa maallikon kosketeltavissa .,,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,määräaikainen | KOy Lauttasaarentie 50 | RK-IV2 | K2 varokekannen lasi puuttuu. Jännitteinen osa maallikon kosketeltavissa . | SFS 6000 kohta liite 41A | kat_1_vakava
HF-00135,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,1,Dokumentointi,"Edellisen määräaikaistarkastuksen pöytäkirja ei käytettävissä. Se tulisi etsiä ja varmistaa, että puutteet korjattu. [Sähköturvallisuuslaki 1135/2016 51§]","Edellisen määräaikaistarkastuksen pöytäkirja ei käytettävissä. Se tulisi etsiä ja varmistaa, että puutteet korjattu.",,Sähköturvallisuuslaki 1135/2016 51§,law_section,Sähköturvallisuuslaki 1135/2016 51§,,,Sähköturvallisuuslaki 1135/2016,51§,"määräaikainen | KOy Lauttasaarentie 50 | Dokumentointi | Edellisen määräaikaistarkastuksen pöytäkirja ei käytettävissä. Se tulisi etsiä ja varmistaa, että puutteet korjattu. | Sähköturvallisuuslaki 1135/2016 51§ | kat_2_turvallisuutta_vahentava"
HF-00136,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,2,Pääkeskus H.,Pääkeskuksen etukoje 10F1 katkaisija. Suunnitelmassa kytkinvaroke. Toteutus ja suunnitelma täsmää keskenään. [VNa 1434/2016 liitteen kohta 21],Pääkeskuksen etukoje 10F1 katkaisija. Suunnitelmassa kytkinvaroke. Toteutus ja suunnitelma täsmää keskenään.,,VNa 1434/2016 liitteen kohta 21,unparsed,VNa 1434/2016 liitteen kohta 21,,,,,määräaikainen | KOy Lauttasaarentie 50 | Pääkeskus H. | Pääkeskuksen etukoje 10F1 katkaisija. Suunnitelmassa kytkinvaroke. Toteutus ja suunnitelma täsmää keskenään. | VNa 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava
HF-00137,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,3,Pääkeskus H.,Pääkeskuksen jonovarokkeiden merkinnät puutteelliset. Sulakekoko yms. ei käy merkinnästä ilmi. [VNa 1434/2016 liitteen kohta 21],Pääkeskuksen jonovarokkeiden merkinnät puutteelliset. Sulakekoko yms. ei käy merkinnästä ilmi.,,VNa 1434/2016 liitteen kohta 21,unparsed,VNa 1434/2016 liitteen kohta 21,,,,,määräaikainen | KOy Lauttasaarentie 50 | Pääkeskus H. | Pääkeskuksen jonovarokkeiden merkinnät puutteelliset. Sulakekoko yms. ei käy merkinnästä ilmi. | VNa 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava
HF-00138,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,4,Pääkeskus H.,Jonovarokkeiden 13-16 yläpuolelta jännitteisten liittimien päältä puuttuu kosketussuojalevy. Rakenne ei ole IP1XB mukainen. [SFS 6000.729.410.3.7],Jonovarokkeiden 13-16 yläpuolelta jännitteisten liittimien päältä puuttuu kosketussuojalevy. Rakenne ei ole IP1XB mukainen.,,SFS 6000.729.410.3.7,standard_clause,SFS 6000 kohta 729.410.3.7,SFS 6000,729.410.3.7,,,määräaikainen | KOy Lauttasaarentie 50 | Pääkeskus H. | Jonovarokkeiden 13-16 yläpuolelta jännitteisten liittimien päältä puuttuu kosketussuojalevy. Rakenne ei ole IP1XB mukainen. | SFS 6000 kohta 729.410.3.7 | kat_2_turvallisuutta_vahentava
HF-00139,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,5,1krs pyörävarasto,"Katossa loisteputkivalaisin, jonka kytkentätilan kansi puuttuu. Peruseristeiset johtimet kosketeltavissa. [SFS 6000 liite 41A]","Katossa loisteputkivalaisin, jonka kytkentätilan kansi puuttuu. Peruseristeiset johtimet kosketeltavissa.",,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,"määräaikainen | KOy Lauttasaarentie 50 | 1krs pyörävarasto | Katossa loisteputkivalaisin, jonka kytkentätilan kansi puuttuu. Peruseristeiset johtimet kosketeltavissa. | SFS 6000 kohta liite 41A | kat_2_turvallisuutta_vahentava"
HF-00140,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,6,Näyttelytila keskuskomero,RK-11 keskuksen vieressä päättämätön MMJ tyyppinen kaapeli. [SFS 6000 liite 41A],RK-11 keskuksen vieressä päättämätön MMJ tyyppinen kaapeli.,,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,määräaikainen | KOy Lauttasaarentie 50 | Näyttelytila keskuskomero | RK-11 keskuksen vieressä päättämätön MMJ tyyppinen kaapeli. | SFS 6000 kohta liite 41A | kat_2_turvallisuutta_vahentava
HF-00141,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,8. Suositukset,suositus,1,"Pääkeskus In 2000 A. Sen pääkatkaisijan LSI- asetteluarvot minimissä. Laukaisuraja ensimmäisellä portaalla 800 A. Suositellaan, että katkaisija asetteluarvot lasketaan ja asetetaan vastaamaan laitteiston nimellisvirtaa, jotta vältytään virhelaukaisuilta (sähkökatkos). Järjestelmä ei ole selektiivinen muiden laitteiden kanssa. Pääkeskuksessa myös kompaktikatkaisija, jonka asetteluarvot syytä tarkastaa. Tarkastuksella ei saatu kantta auki ilman sähkökatkosta. Suositellaan tarkastamaan. Katkaisijoille hyvä tehdä koestus asetteluarvojen muuttamisen jälkeen.",,,,,,,,,,,"määräaikainen | KOy Lauttasaarentie 50 | Pääkeskus In 2000 A. Sen pääkatkaisijan LSI- asetteluarvot minimissä. Laukaisuraja ensimmäisellä portaalla 800 A. Suositellaan, että katkaisija asetteluarvot lasketaan ja asetetaan vastaamaan laitteiston nimellisvirtaa, jotta vältytään virhelaukaisuilta (sähkökatkos). Järjestelmä ei ole selektiivinen muiden laitteiden kanssa. Pääkeskuksessa myös kompaktikatkaisija, jonka asetteluarvot syytä tarkastaa. Tarkastuksella ei saatu kantta auki ilman sähkökatkosta. Suositellaan tarkastamaan. Katkaisijoille hyvä tehdä koestus asetteluarvojen muuttamisen jälkeen. |  |  | suositus"
HF-00142,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,8. Suositukset,suositus,2,"RK-KK keskuksen 44.2 ryhmän toiminta epänormaali, kun huomioi keskuksen merkinnät. Keskuksen merkintä viittaa siivouspistorasiaryhmään. Kun siivouspistorasiasta tehtiin vikavirtasuojan testaus sammui RK-KK tilasta valaisimet, eikä valaisimia saatu takaisin päälle.",,,,,,,,,,,"määräaikainen | KOy Lauttasaarentie 50 | RK-KK keskuksen 44.2 ryhmän toiminta epänormaali, kun huomioi keskuksen merkinnät. Keskuksen merkintä viittaa siivouspistorasiaryhmään. Kun siivouspistorasiasta tehtiin vikavirtasuojan testaus sammui RK-KK tilasta valaisimet, eikä valaisimia saatu takaisin päälle. |  |  | suositus"
HF-00143,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja lauttasaarentie 50.docx,määräaikainen,KOy Lauttasaarentie 50,"Lauttasaarentie 50, 00200 Helsinki",2c,31.12.2025,8. Suositukset,suositus,3,"Suositellaan varmistamaan, että kiinteistöllä on maadoituselektrodi. Vuoden 1969 muuntamon maadoituskaavion mukaan maadoituselektrodina on käytetty ajanmukaisesti johtavia putkistoja maadoituselektrodina. Mikäli kohteessa tehty putkiremontteja, niin elektrodi saattanut remontin yhteydessä poistua. Tarkastuksella asia ei selvinnyt.",,,,,,,,,,,"määräaikainen | KOy Lauttasaarentie 50 | Suositellaan varmistamaan, että kiinteistöllä on maadoituselektrodi. Vuoden 1969 muuntamon maadoituskaavion mukaan maadoituselektrodina on käytetty ajanmukaisesti johtavia putkistoja maadoituselektrodina. Mikäli kohteessa tehty putkiremontteja, niin elektrodi saattanut remontin yhteydessä poistua. Tarkastuksella asia ei selvinnyt. |  |  | suositus"
HF-00144,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025 kaarenjalka 8.docx,määräaikainen,As. Oy Kaarenjalka 4 ja 6,"Kaarenjalka 8, 00940 Helsinki",1b,17.2.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,1,Pysäköintihalli,"Pysäköintihallissa pistorasioita joiden ”läppä” on irronnut. Tarkastuksella ei saatu selvyyttä onko pistorasiat poistettu lopullisesti käytöstä, sillä ne olivat jännitteettömiä. [SFS 6000-521 ja 522.8.1.3]","Pysäköintihallissa pistorasioita joiden ”läppä” on irronnut. Tarkastuksella ei saatu selvyyttä onko pistorasiat poistettu lopullisesti käytöstä, sillä ne olivat jännitteettömiä.",,SFS 6000-521 ja 522.8.1.3,unparsed,SFS 6000-521 ja 522.8.1.3,,,,,"määräaikainen | As. Oy Kaarenjalka 4 ja 6 | Pysäköintihalli | Pysäköintihallissa pistorasioita joiden ”läppä” on irronnut. Tarkastuksella ei saatu selvyyttä onko pistorasiat poistettu lopullisesti käytöstä, sillä ne olivat jännitteettömiä. | SFS 6000-521 ja 522.8.1.3 | kat_2_turvallisuutta_vahentava"
HF-00145,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025 kaarenjalka 8.docx,määräaikainen,As. Oy Kaarenjalka 4 ja 6,"Kaarenjalka 8, 00940 Helsinki",1b,17.2.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,2,Sähkötila,"Pääkeskuksen 24-40 kennon alla varokepesiä, joista puuttuu varokekansi. [SFS 6000 Liite 41A]","Pääkeskuksen 24-40 kennon alla varokepesiä, joista puuttuu varokekansi.",,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,"määräaikainen | As. Oy Kaarenjalka 4 ja 6 | Sähkötila | Pääkeskuksen 24-40 kennon alla varokepesiä, joista puuttuu varokekansi. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava"
HF-00146,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025 kaarenjalka 8.docx,määräaikainen,As. Oy Kaarenjalka 4 ja 6,"Kaarenjalka 8, 00940 Helsinki",1b,17.2.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,3,Sähkötila,Pääkeskuksen 24-40 kennon alla peruseristeiset johtimet kosketeltavissa. Sulakkeen vaihtaminen ei ole turvallista. Kannen saa auki ilman työkalua tai avainta. [SFS 6000 Liite 41A],Pääkeskuksen 24-40 kennon alla peruseristeiset johtimet kosketeltavissa. Sulakkeen vaihtaminen ei ole turvallista. Kannen saa auki ilman työkalua tai avainta.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | As. Oy Kaarenjalka 4 ja 6 | Sähkötila | Pääkeskuksen 24-40 kennon alla peruseristeiset johtimet kosketeltavissa. Sulakkeen vaihtaminen ei ole turvallista. Kannen saa auki ilman työkalua tai avainta. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00147,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025 kaarenjalka 8.docx,määräaikainen,As. Oy Kaarenjalka 4 ja 6,"Kaarenjalka 8, 00940 Helsinki",1b,17.2.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,4,Sähkötila,Pääkeskuksessa irrallisia liittimiä. [ SFS 640:2016 kohta I8.6.3],Pääkeskuksessa irrallisia liittimiä.,,SFS 640:2016 kohta I8.6.3,unparsed,SFS 640:2016 kohta I8.6.3,,,,,määräaikainen | As. Oy Kaarenjalka 4 ja 6 | Sähkötila | Pääkeskuksessa irrallisia liittimiä. | SFS 640:2016 kohta I8.6.3 | kat_2_turvallisuutta_vahentava
HF-00148,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025 kaarenjalka 8.docx,määräaikainen,As. Oy Kaarenjalka 4 ja 6,"Kaarenjalka 8, 00940 Helsinki",1b,17.2.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,5,Sähkötila,Pääkeskuksen päällä MCMK tyyppinen kaapeli kiinnittämättä.,Pääkeskuksen päällä MCMK tyyppinen kaapeli kiinnittämättä.,,,,,,,,,määräaikainen | As. Oy Kaarenjalka 4 ja 6 | Sähkötila | Pääkeskuksen päällä MCMK tyyppinen kaapeli kiinnittämättä. |  | kat_2_turvallisuutta_vahentava
HF-00149,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025 kaarenjalka 8.docx,määräaikainen,As. Oy Kaarenjalka 4 ja 6,"Kaarenjalka 8, 00940 Helsinki",1b,17.2.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,6,Dokumentointi,"Edellisestä määräaikaistarkastuksesta ei pöytäkirjaa eikä kohteella tarkastuksesta kertovaa tarraa. [Sähköturvallisuuslaki 1135/2016, 51 §]",Edellisestä määräaikaistarkastuksesta ei pöytäkirjaa eikä kohteella tarkastuksesta kertovaa tarraa.,,"Sähköturvallisuuslaki 1135/2016, 51 §",law_section,Sähköturvallisuuslaki 1135/2016 51§,,,Sähköturvallisuuslaki 1135/2016,51§,määräaikainen | As. Oy Kaarenjalka 4 ja 6 | Dokumentointi | Edellisestä määräaikaistarkastuksesta ei pöytäkirjaa eikä kohteella tarkastuksesta kertovaa tarraa. | Sähköturvallisuuslaki 1135/2016 51§ | kat_2_turvallisuutta_vahentava
HF-00150,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025.docx,määräaikainen,Kiinteistö Oy Alvar Aallonkatu 1,"Alvar Aallonkatu 1, 00100 Helsinki",1b,21.1.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,1,Autohalli,"Sähköautonlataus asennuksista ei löytynyt tarkastuksella käyttöönottotarkastuspöytäkirjaa, eikä varmennustarkastustodistusta. Sähköautonlatauskeskukseen ei ole myöskään kiinnitetty sähköturvallisuuslain vaatimaa tarkastustarraa, joka kiinnitetään laitteistoon tarkastuksen yhteydessä. Asennukset valmistuneet 14.12.2018. [Sähköturvallisuuslaki 1135/2016 43 § ja 46 §]","Sähköautonlataus asennuksista ei löytynyt tarkastuksella käyttöönottotarkastuspöytäkirjaa, eikä varmennustarkastustodistusta. Sähköautonlatauskeskukseen ei ole myöskään kiinnitetty sähköturvallisuuslain vaatimaa tarkastustarraa, joka kiinnitetään laitteistoon tarkastuksen yhteydessä. Asennukset valmistuneet 14.12.2018.",,Sähköturvallisuuslaki 1135/2016 43 § ja 46 §,law_section,Sähköturvallisuuslaki 1135/2016 43§,,,Sähköturvallisuuslaki 1135/2016,43§,"määräaikainen | Kiinteistö Oy Alvar Aallonkatu 1 | Autohalli | Sähköautonlataus asennuksista ei löytynyt tarkastuksella käyttöönottotarkastuspöytäkirjaa, eikä varmennustarkastustodistusta. Sähköautonlatauskeskukseen ei ole myöskään kiinnitetty sähköturvallisuuslain vaatimaa tarkastustarraa, joka kiinnitetään laitteistoon tarkastuksen yhteydessä. Asennukset valmistuneet 14.12.2018. | Sähköturvallisuuslaki 1135/2016 43§ | kat_2_turvallisuutta_vahentava"
HF-00151,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/Saty-maaraaikaistarkastuspoytakirja-2025.docx,määräaikainen,Kiinteistö Oy Alvar Aallonkatu 1,"Alvar Aallonkatu 1, 00100 Helsinki",1b,21.1.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,2,Autohalli,"Sähköauton latauslaitteilla ei ole 6 mA DC vikavirtasuojausta. Vikavirtasuojaus latauslaitteissa on A-tyyppiä. Valmistajan ohjeen mukaan A-tyypin vikavirtasuoja on laitteessa vakiona ja B-tyypin vikavirtasuoja optiona. Laitteiden suojaus vaatii B-tyypin vikavirtasuojan, jossa on DC-komponentin tunnistus. Laitteiston manuaalissa ei myöskään mainita, että siinä olisi soveltuva 6mA DC suoja. [SFS 6000-722.531.3.101:2017]","Sähköauton latauslaitteilla ei ole 6 mA DC vikavirtasuojausta. Vikavirtasuojaus latauslaitteissa on A-tyyppiä. Valmistajan ohjeen mukaan A-tyypin vikavirtasuoja on laitteessa vakiona ja B-tyypin vikavirtasuoja optiona. Laitteiden suojaus vaatii B-tyypin vikavirtasuojan, jossa on DC-komponentin tunnistus. Laitteiston manuaalissa ei myöskään mainita, että siinä olisi soveltuva 6mA DC suoja.",,SFS 6000-722.531.3.101:2017,unparsed,SFS 6000-722.531.3.101:2017,,,,,"määräaikainen | Kiinteistö Oy Alvar Aallonkatu 1 | Autohalli | Sähköauton latauslaitteilla ei ole 6 mA DC vikavirtasuojausta. Vikavirtasuojaus latauslaitteissa on A-tyyppiä. Valmistajan ohjeen mukaan A-tyypin vikavirtasuoja on laitteessa vakiona ja B-tyypin vikavirtasuoja optiona. Laitteiden suojaus vaatii B-tyypin vikavirtasuojan, jossa on DC-komponentin tunnistus. Laitteiston manuaalissa ei myöskään mainita, että siinä olisi soveltuva 6mA DC suoja. | SFS 6000-722.531.3.101:2017 | kat_2_turvallisuutta_vahentava"
